URL,Text,Links,Image URLS,Image Alt Text
"http://theartofgooglebooks.tumblr.com/post/92734012530/marginalia-end-here-from-p-206-of-the-gospel
","Marginalia: “end here”
From p. 206 of The Gospel of Wealth, and Other Timely Essays by Andrew Carnegie (1901). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",[u'http://books.google.com/books?id=q5ALvRp61wgC&dq=essays&pg=PA206#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/21b2ca72f6c8211bd53e03660047fd3f/tumblr_n9801d90Wa1qixa76o1_500.png'],"[u'Marginalia: &ldquo;end here&rdquo;\nFrom p. 206 of The Gospel of Wealth, and Other Timely Essays by Andrew Carnegie (1901). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).']"
"http://theartofgooglebooks.tumblr.com/post/92734008220/selectively-blue-linked-table-of-contents-from
","Selectively blue-linked table of contents.
From Statical Essays: Haemastatics, v. 2, by Stephen Hales (1740). Original from the Bavarian State Library. Digitized September 18, 2009.",[u'http://books.google.com/books?id=uDQ-AAAAcAAJ&dq=essays&pg=PR23#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/5d3f686b9ccf1f59daeb9ef7a2136439/tumblr_n9809xphkO1qixa76o1_500.png', u'http://40.media.tumblr.com/03af6ca9a20eb98ee6a12bf7922c18b5/tumblr_n9809xphkO1qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/92640791620/an-assortment-of-library-stamps-1-2-3-4-5
","An assortment of library stamps. (1, 2, 3, 4, 5, 6, 7, 8, 9)","[u'http://books.google.com/books?id=c7FWAAAAcAAJ&dq=primer&pg=PR4#v=onepage&q&f=false', u'http://books.google.com/books?id=X04SAAAAIAAJ&dq=primer&pg=PP10#v=onepage&q&f=false', u'http://books.google.com/books?id=1rMDAAAAYAAJ&dq=primer&pg=PP13#v=onepage&q&f=false', u'http://books.google.com/books?id=_UgJAAAAQAAJ&dq=ace&pg=PP3#v=onepage&q&f=false', u'http://books.google.com/books?id=XrBbAAAAQAAJ&dq=ace&pg=PR2#v=onepage&q&f=false', u'http://books.google.com/books?id=iSsLAAAAIAAJ&dq=practical&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=nK8FAAAAQAAJ&dq=hotel&pg=PP6#v=onepage&q&f=false', u'http://books.google.com/books?id=fToOAAAAYAAJ&dq=hotel&pg=PP10#v=onepage&q&f=false', u'http://books.google.com/books?id=phgLAAAAIAAJ&dq=practical&pg=PR2#v=onepage&q&f=false']","[u'http://41.media.tumblr.com/42e0ae1b199457898b3f76ae6f37721e/tumblr_n94sepWhEM1qixa76o1_500.png', u'http://41.media.tumblr.com/39ea300a41338c65d4e3b1f43b60ecc0/tumblr_n94sepWhEM1qixa76o2_r1_250.png', u'http://41.media.tumblr.com/fedabda72306ac310250f14a5de080cc/tumblr_n94sepWhEM1qixa76o3_r1_250.png', u'http://40.media.tumblr.com/6fdf5b64e7e03992be0ed9f01b5ac286/tumblr_n94sepWhEM1qixa76o4_r1_500.png', u'http://41.media.tumblr.com/b5f24f1c67be74e525797fb4b2cb61b6/tumblr_n94sepWhEM1qixa76o5_r1_250.png', u'http://40.media.tumblr.com/4ecbc2817c5d4001556ec531bb03ff7a/tumblr_n94sepWhEM1qixa76o9_r1_250.png', u'http://41.media.tumblr.com/b1f9f2515f17e4fd1b20471b71f270ab/tumblr_n94sepWhEM1qixa76o7_r1_250.png', u'http://36.media.tumblr.com/4136c80bd4ec8bb0b053bf5755a2c2be/tumblr_n94sepWhEM1qixa76o6_r1_400.png', u'http://41.media.tumblr.com/5a1f3c0c4aea7ab08f5f73e6d34166f3/tumblr_n94sepWhEM1qixa76o8_r1_500.png']","[u'1', u'2', u'3', u'4', u'5', u'6', u'7', u'8', u'9']"
"http://theartofgooglebooks.tumblr.com/post/92640785175/found-poems-from-fold-outs-left-folded-1-2
","Found poems from fold-outs left folded. (1, 2)","[u'http://books.google.com/books?id=GsuFHXFhfIkC&dq=primer&pg=PA464-IA3#v=onepage&q&f=false', u'http://books.google.com/books?id=WXRZAAAAcAAJ&dq=primer&pg=PA521#v=onepage&q&f=false']","[u'http://41.media.tumblr.com/6147df8cbc0db03391b5ec6601fcf366/tumblr_n94shlnyKE1qixa76o1_250.png', u'http://41.media.tumblr.com/a2b1bce965a11446f948bbc2674a4ffa/tumblr_n94shlnyKE1qixa76o3_r1_250.png']","[u'1', u'2']"
"http://theartofgooglebooks.tumblr.com/post/92640780080/marginalia-is-that-all-his-response-from-p-4
","Marginalia: “Is that all his response?”
From p. 4 of Practical Illustrations of Rhetorical Gesture and Action by Johann Jacob Engel and Henry Siddons (1822). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",[u'http://books.google.com/books?id=iSsLAAAAIAAJ&dq=practical&pg=PA4#v=onepage&q&f=false'],[u'http://36.media.tumblr.com/317b3124abb243ffba87850a4e78ee92/tumblr_n94vi5IKb41qixa76o1_500.png'],[u'Marginalia: &ldquo;Is that all his response?&rdquo;\nFrom p. 4 of Practical Illustrations of Rhetorical Gesture and Action by Johann Jacob Engel and Henry Siddons (1822). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).']
"http://theartofgooglebooks.tumblr.com/post/92640773345/illustrations-left-folded-1-2-3-4
","Illustrations left folded. (1, 2, 3, 4)","[u'http://books.google.com/books?id=9CQwAAAAYAAJ&dq=new%20york&pg=PR3#v=onepage&q&f=false', u'http://books.google.com/books?id=oeXu61s1WUQC&dq=primer&pg=PA25#v=onepage&q&f=false', u'http://books.google.com/books?id=GsuFHXFhfIkC&dq=primer&pg=PA464-IA3#v=onepage&q&f=false', u'http://books.google.com/books?id=ArYHAAAAQAAJ&dq=primer&pg=PA226-IA5#v=twopage&q&f=false']","[u'http://40.media.tumblr.com/95585ab32ff7a876a89bf6b7708eccd9/tumblr_n94s09Udm31qixa76o1_250.png', u'http://36.media.tumblr.com/12ad6f8a19710f0c2ccfa71bd0ea9565/tumblr_n94s09Udm31qixa76o2_r1_250.png', u'http://41.media.tumblr.com/e1293b9c2323f2f0c168f5bb877f2b2f/tumblr_n94s09Udm31qixa76o3_r1_250.png', u'http://40.media.tumblr.com/aaa0a80c5db95925f0873f6a02cf2b05/tumblr_n94s09Udm31qixa76o4_r1_250.png']","[u'1', u'2', u'3', u'4']"
"http://theartofgooglebooks.tumblr.com/post/92240044935/card-folder-with-and-without-distortion-from-the
","Card folder with and without distortion.
From the back matter of South London by Sir Walter Besant (1899). Original from the University of California. Digitized June 12, 2010.",[u'http://books.google.com/books?id=A4YxAQAAIAAJ&dq=london&pg=PA341#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/ba21f5d93a2e2a1a0a019cb70cab87f1/tumblr_n8yqcnME1J1qixa76o1_500.png', u'http://36.media.tumblr.com/180aebfae593678b035cfbe984bf01fe/tumblr_n8yqcnME1J1qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/92240021975/lets-see-you-play-this-sheet-music-left-folded
","Let’s see you play this sheet music (left folded, mid-turn). 
From Life in London by Pierce Egan (1904). Original from Harvard University. Digitized March 14, 2006.",[u'http://books.google.com/books?id=M01UwWqhoOUC&dq=london&pg=PA96-IA2#v=twopage&q&f=false'],[u'http://40.media.tumblr.com/f9ddda431fa98d415547c83e95343fa9/tumblr_n8yptraiLA1qixa76o1_500.png'],"[u'Let&rsquo;s see you play this sheet music (left folded, mid-turn).\xa0\nFrom Life in London by Pierce Egan (1904). Original from Harvard University. Digitized March 14, 2006.']"
"http://theartofgooglebooks.tumblr.com/post/92240017030/a-variety-of-marbled-endpapers-photographed-in
","A variety of marbled endpapers photographed in high-contrast black and white (1, 2, 3).","[u'http://books.google.com/books?id=LRlYAAAAcAAJ&dq=interview&pg=PA153#v=twopage&q&f=false', u'http://books.google.com/books?id=kldayysf8ZEC&dq=foundling&pg=PA384#v=twopage&q&f=false', u'http://books.google.com/books?id=IWBMAAAAcAAJ&dq=trip&pg=PA164#v=twopage&q&f=false']","[u'http://36.media.tumblr.com/6fc1dbf60169b6197d19ee86611fc440/tumblr_n8pi80iY421qixa76o1_500.png', u'http://41.media.tumblr.com/5ccf5a8308621d07615f73a62b35d2c1/tumblr_n8pi80iY421qixa76o3_r1_500.png', u'http://40.media.tumblr.com/ae98b42fc1dd6fb758b5d404788cc5b3/tumblr_n8pi80iY421qixa76o2_r1_500.png']","[u'1', u'2', u'3']"
"http://theartofgooglebooks.tumblr.com/post/92240013040/cancelled-cancelled-cancelled-cancelled
","CANCELLED CANCELLED CANCELLED CANCELLED. 
Circulation slip from Kidnapped in London by Yat-sen Sun (1897). Original from Harvard University. Digitized March 20, 2009.",[u'http://books.google.com/books?id=8xhBAAAAYAAJ&dq=london&pg=PA141#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/4626e6d4ce952771a004fae355770d4d/tumblr_n8ypxyYdJb1qixa76o1_500.png'],"[u'CANCELLED\xa0CANCELLED\xa0CANCELLED\xa0CANCELLED.\xa0\nCirculation slip from Kidnapped in London by Yat-sen Sun (1897). Original from Harvard University. Digitized March 20, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/91987307815/illustrations-photographed-through-tissue-from
","Illustrations photographed through tissue.
From An Accidence, or Gamut, of Painting in Oil by Julius Caesar Ibbetson (1828). Original from Oxford University. Digitized November 1, 2007.",[u'http://books.google.com/books?id=QyoOAAAAQAAJ&dq=oil&pg=PP7#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/4644f085b20bcaf94f6b09381aec7b28/tumblr_n8trusnmsI1qixa76o2_500.png', u'http://40.media.tumblr.com/24ffd7162fcc3a377182f0345c7a7a45/tumblr_n8trusnmsI1qixa76o1_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/91987300895/ominous-library-stamp-from-the-front-matter-of
","Ominous library stamp.
From the front matter of Miscellaneous Reflections Occasion’d by the Comet which Appear’d in December 1680 by Pierre Bayle (1708). Original from the New York Public Library. Digitized November 2, 2005.",[u'http://books.google.com/books?id=K0c6B_ptmu8C&dq=comet&pg=PA319#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/0411d1e9eeb815319422b31d195d1e17/tumblr_n8tqwiUtZt1qixa76o1_500.png'],"[u'Ominous library stamp.\nFrom the front matter of Miscellaneous Reflections Occasion&rsquo;d by the Comet which Appear&rsquo;d in December 1680 by Pierre Bayle (1708). Original from the New York Public Library. Digitized November 2, 2005.']"
"http://theartofgooglebooks.tumblr.com/post/91987291400/cloth-map-pocket-from-the-back-matter-of-a
","Cloth map-pocket.
From the back matter of A Treatise on Astronomy by L. H. Tyler (1837). Original from the University of California. Digitized November 28, 2007.",[u'http://books.google.com/books?id=QiBHAAAAIAAJ&dq=comet&pg=PA289#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/0e5dd058f811eae3022a507bf0902dfe/tumblr_n8tr4rzv091qixa76o1_500.png'],"[u'Cloth map-pocket.\nFrom the back matter of A Treatise on Astronomy by L. H. Tyler (1837). Original from the University of California. Digitized November 28, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/91843020085/circulation-slip-adhesive-collage-from-the-back
","Circulation slip adhesive collage. 
From the back matter of Myths and Folk-tales of the Russians, Western Slavs, and the Magyars (1890). Original from the University of California. Digitized November 28, 2007.",[u'http://books.google.com/books?id=MFxHAAAAIAAJ&dq=folk%20tales&pg=PA560#v=onepage&q&f=false'],[u'http://36.media.tumblr.com/8a64236654bfbd372e36d8441d3b6672/tumblr_n8r40oataf1qixa76o1_500.png'],"[u'Circulation slip adhesive collage.\xa0\nFrom the back matter of Myths and Folk-tales of the Russians, Western Slavs, and the Magyars (1890). Original from the University of California. Digitized November 28, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/91843017380/frontispiece-photographed-through-tissue-from
","Frontispiece photographed through tissue.
From the front matter of Mighty Mikko: A Book of Finnish Fairy Tales and Folk Tales by Parker Fillmore (1922). Original from Harvard University. Digitized March 7, 2008.",[u'http://books.google.com/books?id=YqgWAAAAYAAJ&dq=folk%20tales&pg=PR2#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/89bab519b5990457627a869a41c10799/tumblr_n8r3t57fB71qixa76o1_400.png'],"[u'Frontispiece photographed through tissue.\nFrom the front matter of Mighty Mikko: A Book of Finnish Fairy Tales and Folk Tales by Parker Fillmore (1922). Original from Harvard University. Digitized March 7, 2008.']"
"http://theartofgooglebooks.tumblr.com/post/91793450925/employees-distorted-fingers-over-fore-edge-with
","Employee’s distorted fingers over fore-edge with tabs.
Throughout Spiritus Creator Incubus by Michael Beck and Johann Conrad Heinrich (1687). Original from the Bavarian State Library. Digitized May 17, 2011.",[u'http://books.google.com/books?id=5FNJAAAAcAAJ&dq=incubus&pg=PA12#v=onepage&q&f=false'],[u'http://41.media.tumblr.com/c11468fddb3d78f6f5a6c5c925a6f822/tumblr_n8pqjdJWvq1qixa76o1_500.png'],"[u'Employee&rsquo;s distorted fingers over fore-edge with tabs.\nThroughout Spiritus Creator Incubus by Michael Beck and Johann Conrad Heinrich (1687). Original from the Bavarian State Library. Digitized May 17, 2011.']"
"http://theartofgooglebooks.tumblr.com/post/91788421599/fault-line-water-stain-from-the-back-matter-of
","Fault-line water stain.
From the back matter of The Colour-sense: Its Origin and Development by Grant Allen (1892). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).",[u'http://books.google.com/books?id=JRgh3h0A62AC&dq=colour&pg=PA284#v=twopage&q&f=false'],[u'http://40.media.tumblr.com/4a5bebea1ae7f254c5055a987fa68ba4/tumblr_n8prie3C9w1qixa76o1_400.png'],[u'Fault-line water stain.\nFrom the back matter of The Colour-sense: Its Origin and Development by Grant Allen (1892). Does not include metadata indicating library of origination or date of digitization (but does include Stanford library artifacts).']
"http://theartofgooglebooks.tumblr.com/post/91479019755/employee-manicules-from-the-front-matter-of
","Employee manicules.
From the front matter of Tattooing in the Marquesas by Willowdean Chatterson Handy (1922). Original from Harvard University. Digitized December 12, 2007.",[u'http://books.google.com/books?id=TPcSAAAAYAAJ&dq=tattoo&pg=RA2-PA46#v=twopage&q&f=false'],[u'http://41.media.tumblr.com/f8f52c47ea17652d528ada0f2a3d07a1/tumblr_n8i7svhyOY1qixa76o1_500.png'],"[u'Employee manicules.\nFrom the front matter of Tattooing in the Marquesas by Willowdean Chatterson Handy (1922). Original from Harvard University. Digitized December 12, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/91478961025/marginalia-reads-times-change-nothing-from
","Marginalia reads: “times change nothing!!✓”
From p. 178 of Domestic Manners of the Americans, v. 1, by Frances Milton Trollope (1832). Original from Harvard University Digitized. December 19, 2007.",[u'http://books.google.com/books?id=GjcTAAAAYAAJ&dq=manners&pg=PA178#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/e27d30a4821f397d896b3a3c6a9a2c67/tumblr_mtzwx93Yha1qixa76o1_500.png'],"[u'Marginalia reads: &ldquo;times change nothing!!\u2713&rdquo;\nFrom p. 178 of Domestic Manners of the Americans, v. 1, by Frances Milton Trollope (1832). Original from Harvard University Digitized. December 19, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/91478935220/i-love-what-you-do-this-ones-for-you
","“I love what you do; This one’s for you.” Submitted by handsonliterature.
Neon moiré in the frontispiece to The Works of Beaumont and Fletcher, v. 1 (1880). Original from Harvard University. Digitized March 31, 2009.","[u'http://handsonliterature.tumblr.com', u'http://books.google.com/books?id=oo1BAAAAYAAJ&dq=Man%2C%20the%20deceiver%2C%20veils%20his%20cruel%20art&pg=PP8#v=onepage&q&f=false']",[u'http://40.media.tumblr.com/873f9cbdb1f035383acfba2f4d243550/tumblr_mzv2pozgS81qixa76o1_400.png'],"[u'&ldquo;I love what you do;\xa0This one\u2019s for you.&rdquo; Submitted by handsonliterature.\nNeon moir\xe9 in the frontispiece to The Works of Beaumont and Fletcher, v. 1 (1880). Original from Harvard University. Digitized March 31, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/91400603978/severe-distortion-throughout-betrachtung-der
","Severe distortion.
Throughout Betrachtung Der Sterbligkeit: Nebst Einem Vierfachen Register, v. 1, by Martin Geier (1687). Original from the Bavarian State Library. Digitized October 19, 2009.",[u'http://books.google.com/books?id=idY-AAAAcAAJ&dq=angst&pg=PP6#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/174737b8aaa30c8b8901f927c1085883/tumblr_n2k676RU7y1qixa76o3_500.png', u'http://40.media.tumblr.com/c600ec1c4420b94f29d2cfb9cdaa7af5/tumblr_n2k676RU7y1qixa76o1_250.png', u'http://41.media.tumblr.com/76f1e69af5db88820b99b7f8c055ce1d/tumblr_n2k676RU7y1qixa76o2_250.png']","[u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/91395848830/layered-ephemera-from-the-back-matter-of-ticks
","Layered ephemera.
From the back matter of Ticks: A Monograph of the Ixodoidea (1908). Original from the University of Wisconsin - Madison. Digitized March 8, 2010.",[u'http://books.google.com/books?id=SE7xAAAAMAAJ&dq=ticks&pg=PA556#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/eac9420842be3f8ad0b376a2347305ae/tumblr_n8i84mQ7w21qixa76o1_500.png'],"[u'Layered ephemera.\nFrom the back matter of\xa0Ticks: A Monograph of the Ixodoidea\xa0(1908).\xa0Original from the University of Wisconsin - Madison. Digitized March 8, 2010.']"
"http://theartofgooglebooks.tumblr.com/post/91362464995/exuberant-underlining-bracketing-and-circling
","Exuberant underlining, bracketing, and circling marginalia
Throughout A Plea for the West by Lyman Beecher (1835). Original from Harvard University. Digitized July 24, 2006.",[u'http://books.google.com/books?id=MMdM9vX32jYC&dq=west&pg=PA166#v=onepage&q&f=false'],"[u'http://36.media.tumblr.com/acbae3ade75540976c6a393f234f2570/tumblr_n2k6r8i6zL1qixa76o1_500.png', u'http://41.media.tumblr.com/87b5e0d9dbbf6b0fdd42148454ceb92d/tumblr_n2k6r8i6zL1qixa76o2_500.png', u'http://40.media.tumblr.com/57ab63c8fd404baed4479323d74144a1/tumblr_n2k6r8i6zL1qixa76o3_500.png']","[u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/91362458570/employees-fingers-submitted-by-ed-from-the
","Employee’s fingers. Submitted by Ed.
From the front matter of Paradise Lost, A Poem, in Twelve Books by John Milton (1730). Original from the Lyon Public Library. Digitized October 27, 2011.",[u'http://books.google.com/books?id=Gn8JMMFAHCQC&dq=paradise%20lost&pg=PP3#v=onepage&q&f=false'],[u'http://41.media.tumblr.com/35f4289023993bd80ebecf9fe0fa105d/tumblr_n8i7dw9u1o1qixa76o1_500.png'],"[u'Employee&rsquo;s fingers. Submitted by Ed.\nFrom the front matter of\xa0Paradise Lost, A Poem, in Twelve Books by John Milton (1730).\xa0Original from the Lyon Public Library. Digitized October 27, 2011.']"
"http://theartofgooglebooks.tumblr.com/post/91362454050/endpaper-illustrations-submitted-by-stephen
","Endpaper illustrations. Submitted by Stephen Ferguson. 
From the copy of The Clerk’s Instructor in the Ecclesiastical Courts (1740) help by the Princeton Theological Seminary.",[u'https://archive.org/details/clerksinstructor00lond'],[u'http://36.media.tumblr.com/0b5475968f8bf13dc2235c36afebd0b8/tumblr_n8i74otphQ1qixa76o1_500.jpg'],[u'Endpaper illustrations. Submitted by Stephen Ferguson.\xa0\nFrom the copy of\xa0The Clerk\u2019s Instructor in the Ecclesiastical Courts\xa0(1740) help by the Princeton Theological Seminary.']
"http://theartofgooglebooks.tumblr.com/post/91362449125/workers-hand-submitted-by-abi-jones-image-now
","Worker’s hand. Submitted by Abi Jones. Image now removed.
From the front matter of Miss Betty by Bram Stoker (1898). Originally from the University of Michigan. Digitized March 13, 2008. ","[u'http://jonesabi.com/', u'http://books.google.com/books?id=ik9bAAAAMAAJ&pg=PP2#v=twopage&q&f=false']",[u'http://40.media.tumblr.com/f5d3146e5bcc13bd3ead0bf74a6df0fe/tumblr_n8i6xk4WPR1qixa76o1_500.png'],"[u'Worker\u2019s hand.\xa0Submitted by\xa0Abi Jones. Image now removed.\nFrom the front matter of Miss Betty by Bram Stoker (1898).\xa0Originally from the University of Michigan. Digitized\xa0March 13, 2008.\xa0']"
"http://theartofgooglebooks.tumblr.com/post/91362443950/conservators-report-from-the-back-matter-of-a
","Conservator’s report.
From the back matter of A Winter in the West, v. 1, by Charles Fenno Hoffman (1835). Original from the University of Michigan. Digitized September 3, 2009.",[u'http://books.google.com/books?id=n6bhAAAAMAAJ&dq=west&pg=PA341#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/74a33ecbf0f2fbabd7ae72f0903fa3d3/tumblr_n2k7j2k1Df1qixa76o1_500.png', u'http://41.media.tumblr.com/8482fba78a43173d5b27edc566c02663/tumblr_n2k7j2k1Df1qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/91362439045/sembra-la-mano-di-freddy-krueger-submitted-by
","“Sembra la mano di freddy krueger!” Submitted by Claudio Consonni.
From the back matter of Canones et Decreta Sacrosancti Oecumenici (1569). Original from la Biblioteca Pubblica Bavarese. Digitized July 20 2012.",[u'http://books.google.it/books?id=1kJSAAAAcAAJ&hl=it&pg=PA378#v=twopage&q&f=false'],[u'http://41.media.tumblr.com/ccbb52585ec0554337e52b41fffb51af/tumblr_n8i6qnOKvK1qixa76o1_500.png'],[u'&ldquo;Sembra la mano di\xa0freddy krueger!&rdquo; Submitted by Claudio Consonni.\nFrom the back matter of Canones et Decreta Sacrosancti Oecumenici (1569). Original from la Biblioteca Pubblica Bavarese. Digitized July 20 2012.']
"http://theartofgooglebooks.tumblr.com/post/91361615165/no-more-we-miss-you
",I’m back!,[],[u'http://41.media.tumblr.com/ccbb52585ec0554337e52b41fffb51af/tumblr_n8i6qnOKvK1qixa76o1_500.png'],[u'&ldquo;Sembra la mano di\xa0freddy krueger!&rdquo; Submitted by Claudio Consonni.\nFrom the back matter of Canones et Decreta Sacrosancti Oecumenici (1569). Original from la Biblioteca Pubblica Bavarese. Digitized July 20 2012.']
"http://theartofgooglebooks.tumblr.com/post/34263360766/handwritten-note-back-2-m-lunch-maybe
","Handwritten note - “Back @ 2! —m & lunch maybe? Laura.” Discovered by Lorenzo Tumminello. 
From the back matter of The Antichrist by Friedrich Wilhelm Nietzsche (1920). Original from the University of Virginia. Digitized December 4, 2008.","[u'mailto:mobilemailbox1@yahoo.com', u'http://books.google.com/books?id=0ao8AAAAYAAJ&pg=PA186#v=onepage&q&f=false']",[u'http://36.media.tumblr.com/tumblr_mcevjtjxQ01qixa76o1_500.png'],"[u'Handwritten note - &ldquo;Back @ 2! &mdash;m &amp; lunch maybe? Laura.&rdquo; Discovered by Lorenzo Tumminello.\xa0\nFrom the back matter of The Antichrist by Friedrich Wilhelm Nietzsche (1920). Original from the University of Virginia. Digitized December 4, 2008.']"
"http://theartofgooglebooks.tumblr.com/post/34095714641/neon-green-and-purple-moir%C3%A9-discovered
","Neon green and purple moiré. Discovered by Christina Foliacci of Dr. Terry Harpold’s University of Florida course Paratexts.
Throughout Biographical and Genealogical History of Cass, Miami, Howard and Tipton Counties, Indiana, v. 2 (1898). Original from Harvard University. Digitized February 12, 2009.","[u'http://www.clas.ufl.edu/users/tharpold/about.html', u'http://www.english.ufl.edu/courses/undergrad/2012fall_up-d.html#LIT_3400', u'http://books.google.com/books?id=g34_AAAAYAAJ&pg=PA688-IA2#v=onepage&q&f=false%20%20']","[u'http://41.media.tumblr.com/tumblr_mca06u20Yq1qixa76o2_400.png', u'http://40.media.tumblr.com/tumblr_mca06u20Yq1qixa76o1_250.png', u'http://41.media.tumblr.com/tumblr_mca06u20Yq1qixa76o3_250.png']","[u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/34095712670/marginalia-jettisons-anonymity-throughout-a
","Marginalia jettisons anonymity. 
Throughout A Full and True Account of the Dreadful and Melancholy Earthquake (1750). Original from Oxford University. Digitized March 5, 2009.",[u'http://books.google.com/books?id=T3hbAAAAQAAJ&ots=3gqv3DE-C_&dq=melancholy&pg=PA5#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/tumblr_mbymt3Smi81qixa76o1_500.png'],"[u'Marginalia jettisons anonymity.\xa0\nThroughout\xa0A Full and True Account of the Dreadful and Melancholy Earthquake (1750). Original from Oxford University. Digitized March 5, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/34081293673/employee-holds-plate-closed-discovered
","Employee holds plate closed. Discovered by Christina Paik of Dr. Terry Harpold’s University of Florida course Paratexts.
From the back matter of A Description of the Mermaid, Now Offered to the Inspection of the Public, which was Found on Board a Native Vessel in the Archipelago of the Malaccas, and Carried to Batavia in a Dutch Ship (date unknown). Original from Oxford University. Digitized May 18, 2009.","[u'http://www.clas.ufl.edu/users/tharpold/about.html', u'http://www.english.ufl.edu/courses/undergrad/2012fall_up-d.html#LIT_3400', u'http://books.google.com/books?id=HBJcAAAAQAAJ&pg=PA18#v=onepage&q&f=false']",[u'http://40.media.tumblr.com/tumblr_mc3n8upZyM1qixa76o1_400.png'],"[u'Employee holds plate closed.\xa0Discovered by\xa0Christina Paik\xa0of\xa0Dr. Terry Harpold\u2019s University of Florida course\xa0Paratexts.\nFrom the back matter of A Description of the Mermaid, Now Offered to the Inspection of the Public, which was Found on Board a Native Vessel in the Archipelago of the Malaccas, and Carried to Batavia in a Dutch Ship (date unknown). Original from Oxford University. Digitized May 18, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/34018327165/thematic-foxing-discovered-by-kathleen
","
Thematic foxing. Discovered by Kathleen Bonany of Dr. Terry Harpold’s University of Florida course Paratexts.
Throughout The Court of Queen Elizabeth by Sir Robert Naunton with additions by James Caulfield (1814). Original from Harvard University. Digitized August 3, 2007.
","[u'http://www.clas.ufl.edu/users/tharpold/about.html', u'http://www.english.ufl.edu/courses/undergrad/2012fall_up-d.html#LIT_3400', u'http://books.google.com/books?id=OtwKAAAAYAAJ&pg=PA68-IA2#v=onepage&q&f=false']","[u'http://36.media.tumblr.com/tumblr_mbzpb9LT5g1qixa76o1_250.png', u'http://36.media.tumblr.com/tumblr_mbzpb9LT5g1qixa76o2_250.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/33850247515/an-example-of-a-snarky-bit-of-marginalia-with-the
","“An example of a snarky bit of marginalia with the inscription: ‘I'm Ty Cobb!’"" Discovered by Michael Snyder of Dr. Terry Harpold’s University of Florida course Paratexts.
From How to Play Baseball: A Manual for Boys by John Joseph McGraw (1914). Original from the University of California. Digitized October 19, 2007.","[u'http://en.wikipedia.org/wiki/Ty_Cobb', u'http://www.clas.ufl.edu/users/tharpold/about.html', u'http://www.english.ufl.edu/courses/undergrad/2012fall_up-d.html#LIT_3400', u'http://books.google.com/books?id=C99CAAAAIAAJ&pg=PA104-IA2#v=onepage&q&f=false']",[u'http://41.media.tumblr.com/tumblr_mc3u0yQ2UZ1qixa76o1_500.jpg'],"[u""&ldquo;An example of a snarky bit of marginalia with the inscription: &lsquo;I'm\xa0Ty Cobb!&rsquo;&quot;\xa0Discovered by\xa0Michael Snyder\xa0of\xa0Dr. Terry Harpold\u2019s University of Florida course\xa0Paratexts.\nFrom How to Play Baseball: A Manual for Boys\xa0by John Joseph McGraw (1914).\xa0Original from the University of California. Digitized October 19, 2007.""]"
